ExhibitionID,ExhibitionTitle,ExhibitionBeginDate,ExhibitionURL,DisplayName,Nationality,Gender
3018.0,African Negro Art,3/18/1935,http://www.moma.org/calendar/exhibitions/2937,James Johnson Sweeney,American,Male
2610.0,Summer Exhibition: The Museum Collection and a Private Collection on Loan,6/4/1935,http://www.moma.org/calendar/exhibitions/1710,Max Beckmann,German,Male
2681.0,Fernand Léger: Paintings and Drawings,9/30/1935,http://www.moma.org/calendar/exhibitions/1896,George Morris,British,Male
3020.0,"Ignatz Wiemeler, Modern Bookbinder",9/30/1935,http://www.moma.org/calendar/exhibitions/2938,Monroe Wheeler,American,Male
2888.0,Vincent van Gogh,11/4/1935,http://www.moma.org/calendar/exhibitions/1996,"Alfred H. Barr, Jr.",American,Male
2730.0,"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1/14/1936,http://www.moma.org/calendar/exhibitions/1917,Gifford Beal,American,Male
246.0,Cubism and Abstract Art,3/2/1936,http://www.moma.org/calendar/exhibitions/2748,"Alfred H. Barr, Jr.",American,Male
3025.0,Modern Painters and Sculptors as Illustrators,4/27/1936,http://www.moma.org/calendar/exhibitions/2939,Monroe Wheeler,American,Male
3028.0,Edward Steichen's Delphiniums,6/24/1936,http://www.moma.org/calendar/exhibitions/2940,Edward Steichen,American,Male
3029.0,Summer Exhibition: The Museum Collection and a Private Collection on Loan,7/20/1936,http://www.moma.org/calendar/exhibitions/2941,Georges Braque,French,Male
3030.0,New Horizons in American Art,9/14/1936,http://www.moma.org/calendar/exhibitions/2942,Dorothy C. Miller,American,Female
3031.0,American Art Portfolio,9/14/1936,http://www.moma.org/calendar/exhibitions/2943,George Caleb Bingham,American,Male
3032.0,"John Marin: Watercolors, Oil Paintings, Etchings",10/19/1936,http://www.moma.org/calendar/exhibitions/2944,Alfred Stieglitz,American,Male
2649.0,"Fantastic Art, Dada, Surrealism",12/7/1936,http://www.moma.org/calendar/exhibitions/2823,"Alfred H. Barr, Jr.",American,Male
2611.0,Vincent van Gogh,1/20/1937,http://www.moma.org/calendar/exhibitions/2802,Vincent van Gogh,Dutch,Male
3035.0,New Acquisitions: Gifts of the Advisory Committee,2/10/1937,http://www.moma.org/calendar/exhibitions/2946,Jean (Hans) Arp,French,Male
3036.0,Photography 1839–1937,3/17/1937,http://www.moma.org/calendar/exhibitions/2088,Beaumont Newhall,American,Male
3037.0,Prehistoric Rock Pictures in Europe and Africa,4/28/1937,http://www.moma.org/calendar/exhibitions/2947,"Alfred H. Barr, Jr.",American,Male
3038.0,Paintings by Paul Cézanne from the Museum,4/28/1937,http://www.moma.org/calendar/exhibitions/2948,Paul Cézanne,French,Male
3039.0,Color Reproductions of Paintings by Cézanne,4/28/1937,http://www.moma.org/calendar/exhibitions/2949,Paul Cézanne,French,Male
3040.0,Twelve Modern Paintings,4/28/1937,http://www.moma.org/calendar/exhibitions/2950,Jean (Hans) Arp,French,Male
3041.0,Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan,6/23/1937,http://www.moma.org/calendar/exhibitions/2951,Aleksandr Archipenko,American,Male
3044.0,Art Through the Window,7/1/1937,http://www.moma.org/calendar/exhibitions/2954,Rudolf Belling,German,Male
2962.0,"The War, Etchings by Otto Dix and Armored Train, a Painting by Gino Severini",9/21/1937,http://www.moma.org/calendar/exhibitions/2926,Otto Dix,German,Male
3045.0,"New Acquisitions: Dalí, Henry Moore, Chaim Gross",10/8/1937,http://www.moma.org/calendar/exhibitions/2955,Salvador Dalí,Spanish,Male
3048.0,Paintings for Paris,11/8/1937,http://www.moma.org/calendar/exhibitions/2957,Thomas Hart Benton,American,Male
306.0,Spanish and U.S. Government Posters,11/15/1937,http://www.moma.org/calendar/exhibitions/2759,Mauricio Amster,Spanish,Male
3049.0,Transitions and Contrasts in Painting and Sculpture,12/1/1937,http://www.moma.org/calendar/exhibitions/2958,Aleksandr Archipenko,American,Male
3050.0,The Making of a Contemporary Film,12/21/1937,http://www.moma.org/calendar/exhibitions/2959,Iris Barry,American,Female
3053.0,A New House by Frank Lloyd Wright,1/25/1938,http://www.moma.org/calendar/exhibitions/2962,Frank Lloyd Wright,American,Male
271.0,Alvar Aalto: Architecture and Furniture,3/15/1938,http://www.moma.org/calendar/exhibitions/1802,Alvar Aalto,Finnish,Male
10601.0,Three Centuries of American Art,5/24/1938,http://www.moma.org/calendar/exhibitions/3597,Iris Barry,American,Female
3061.0,Walker Evans: American Photographs,9/28/1938,http://www.moma.org/calendar/exhibitions/2968,Walker Evans,American,Male
3062.0,The Prints of George Rouault,9/28/1938,http://www.moma.org/calendar/exhibitions/2969,Monroe Wheeler,American,Male
3064.0,New Acquisitions,10/25/1938,http://www.moma.org/calendar/exhibitions/2971,Ernest Blumenschein,American,Male
157.0,Bauhaus: 1919–1928,12/7/1938,http://www.moma.org/calendar/exhibitions/2735,Herbert Bayer,American,Male
3066.0,Williamsburg Competition,2/28/1939,http://www.moma.org/calendar/exhibitions/2972,Lawrence B. Anderson,American,Male
207.0,"Painting, Sculpture, Prints",5/10/1939,http://www.moma.org/calendar/exhibitions/2743,Jean (Hans) Arp,French,Male
3067.0,Seven American Photographers,5/10/1939,http://www.moma.org/calendar/exhibitions/2973,Berenice Abbott,American,Female
3068.0,Georges Méliès: A Film Pioneer,5/10/1939,http://www.moma.org/calendar/exhibitions/2974,Iris Barry,American,Female
2731.0,Charles Sheeler,10/2/1939,http://www.moma.org/calendar/exhibitions/2855,Dorothy C. Miller,American,Female
3069.0,Contemporary Unknown American Painters,10/18/1939,http://www.moma.org/calendar/exhibitions/2091,Sidney Janis,American,Male
2706.0,Picasso: Forty Years of His Art,11/15/1939,http://www.moma.org/calendar/exhibitions/2843,"Alfred H. Barr, Jr.",American,Male
2751.0,Paintings and Sculpture from the Museum Collection,1/12/1940,http://www.moma.org/calendar/exhibitions/2866,Jean (Hans) Arp,French,Male
2885.0,Twelve Favorites: Paintings Selected by Students from the Museum Collection,1/31/1940,http://www.moma.org/calendar/exhibitions/2911,Paul Cézanne,French,Male
2592.0,Modern Masters from European and American Collections,1/26/1940,http://www.moma.org/calendar/exhibitions/2796,Dorothy C. Miller,American,Female
3074.0,Four American Traveling Exhibitions,4/3/1940,http://www.moma.org/calendar/exhibitions/2979,Dorothy C. Miller,American,Female
2917.0,New Acquisitions: A Gift of Modern Sculpture,3/6/1940,http://www.moma.org/calendar/exhibitions/2918,Émile-Antoine Bourdelle,French,Male
3078.0,American Designs for Abstract Film,4/3/1940,http://www.moma.org/calendar/exhibitions/2983,Iris Barry,American,Female
3080.0,Twenty Centuries of Mexican Art,5/15/1940,http://www.moma.org/calendar/exhibitions/2985,Miguel Covarrubias,Mexican,Male
3081.0,New Acquisitions: American Painting and Sculpture,7/26/1940,http://www.moma.org/calendar/exhibitions/2986,Raymond Breinin,American,Male
3082.0,Portinari of Brazil,10/9/1940,http://www.moma.org/calendar/exhibitions/2987,Cândido Portinari,Brazilian,Male
2629.0,Painting and Sculpture from the Museum Collection,10/23/1940,http://www.moma.org/calendar/exhibitions/2813,Jean (Hans) Arp,French,Male
3087.0,"Frank Lloyd Wright, American Architect",11/13/1940,http://www.moma.org/calendar/exhibitions/2992,Frank Lloyd Wright,American,Male
3088.0,"D.W. Griffith, American Film Master",11/13/1940,http://www.moma.org/calendar/exhibitions/2993,Iris Barry,American,Female
2668.0,We Like Modern Art,12/27/1940,http://www.moma.org/calendar/exhibitions/2830,Aleksandr Archipenko,American,Male
3092.0,Sixty Photographs: A Survey of Camera Esthetics,12/31/1940,http://www.moma.org/calendar/exhibitions/2089,Ansel Adams,American,Male
3093.0,Pavlova Memorial Exhibition,1/7/1941,http://www.moma.org/calendar/exhibitions/2997,Arnold Genthe,American,Male
3094.0,Indian Art of the United States,1/22/1941,http://www.moma.org/calendar/exhibitions/2998,René d'Harnoncourt,American,Male
3096.0,New Acquisitions: American Painting and Sculpture,3/10/1941,http://www.moma.org/calendar/exhibitions/3000,Darrel Austin,American,Male
2727.0,New Acquisitions: A Gift of Paintings from a Trustee,5/6/1941,http://www.moma.org/calendar/exhibitions/1915,Pierre Bonnard,French,Male
2752.0,Painting and Sculpture from the Museum Collection,5/6/1941,http://www.moma.org/calendar/exhibitions/2867,Jean (Hans) Arp,French,Male
2886.0,Understanding Modern Art,5/6/1941,http://www.moma.org/calendar/exhibitions/2912,Jean (Hans) Arp,French,Male
3098.0,Still Photographs from Hollywood Studios,5/6/1941,http://www.moma.org/calendar/exhibitions/3001,Iris Barry,American,Female
3099.0,Britain at War,5/23/1941,http://www.moma.org/calendar/exhibitions/3002,Monroe Wheeler,American,Male
2940.0,New Acquisitions: European Paintings,6/3/1941,http://www.moma.org/calendar/exhibitions/2924,Arbit Blatas,American,Male
2884.0,Sculpture and Sculptor's Drawings,6/3/1941,http://www.moma.org/calendar/exhibitions/2910,Charles Despiau,French,Male
3100.0,A History of American Movies,6/5/1941,http://www.moma.org/calendar/exhibitions/3003,Iris Barry,American,Female
307.0,A History of the Modern Poster,6/11/1941,http://www.moma.org/calendar/exhibitions/2760,Herbert Bayer,American,Male
2637.0,Paul Klee,6/30/1941,http://www.moma.org/calendar/exhibitions/2816,Paul Klee,German,Male
3101.0,Animals in Art; Designing a Stage Setting,7/1/1941,http://www.moma.org/calendar/exhibitions/3004,Peggy Bacon,American,Female
3102.0,Abstract Painting; Shapes of Things,7/15/1941,http://www.moma.org/calendar/exhibitions/3005,Georges Braque,French,Male
2712.0,Masterpieces of Picasso,7/16/1941,http://www.moma.org/calendar/exhibitions/2848,Pablo Picasso,Spanish,Male
3103.0,National Defense Poster Competition,7/16/1941,http://www.moma.org/calendar/exhibitions/3006,John Atherton,American,Male
2655.0,"New Acquisitions: Fantastic Art, Dada, Surrealism",7/23/1941,http://www.moma.org/calendar/exhibitions/2827,Jean (Hans) Arp,French,Male
3104.0,Preliminary Course of the Bauhaus,7/29/1941,http://www.moma.org/calendar/exhibitions/3007,Josef Albers,American,Male
3105.0,Techniques of Painting,8/4/1941,http://www.moma.org/calendar/exhibitions/3008,Jean Charlot,American,Male
3106.0,Stockholm Builds,8/4/1941,http://www.moma.org/calendar/exhibitions/3009,Elizabeth Mock,American,Female
3107.0,American Watercolors; Lettering and Arrangements in Poster Design,8/12/1941,http://www.moma.org/calendar/exhibitions/3010,Theo H. Ballmer,Swiss,Male
3108.0,Ancestral Sources of Modern Painting,8/26/1941,http://www.moma.org/calendar/exhibitions/3011,Hieronymus Bosch,Netherlandish,Male
3109.0,Photographs by David Octavius Hill and Robert Adamson,9/9/1941,http://www.moma.org/calendar/exhibitions/3012,Beaumont Newhall,American,Male
3110.0,The Wooden House in America,9/9/1941,http://www.moma.org/calendar/exhibitions/3013,Gregory Ain,American,Male
3111.0,Twenty Lithographs: Graphic Art Processes,9/16/1941,http://www.moma.org/calendar/exhibitions/3014,Peggy Bacon,American,Female
272.0,Organic Design in Home Furnishings,9/24/1941,http://www.moma.org/calendar/exhibitions/1803,Edward Durell Stone,American,Male
2612.0,"New Acquisition: Vincent van Gogh, The Starry Night",9/30/1941,http://www.moma.org/calendar/exhibitions/2803,Vincent van Gogh,Dutch,Male
3112.0,Buckminster Fuller's Dymaxion Deployment Unit,10/10/1941,http://www.moma.org/calendar/exhibitions/3015,R. Buckminster Fuller,American,Male
2597.0,Modern Primitives: Artists of the People,10/21/1941,http://www.moma.org/calendar/exhibitions/1703,Patrocino Barela,American,Male
3115.0,Image of Freedom,10/29/1941,http://www.moma.org/calendar/exhibitions/3018,Ansel Adams,American,Male
2897.0,Joan Miró,11/19/1941,http://www.moma.org/calendar/exhibitions/2915,James Johnson Sweeney,American,Male
3117.0,Salvador Dalí,11/19/1941,http://www.moma.org/calendar/exhibitions/2085,James Thrall Soby,American,Male
2529.0,Useful Objects Under $10,12/2/1941,http://www.moma.org/calendar/exhibitions/2790,Alvar Aalto,Finnish,Male
3120.0,American Photographs at $10,12/3/1941,http://www.moma.org/calendar/exhibitions/3021,Berenice Abbott,American,Female
3121.0,Introduction to Modern Painting: Modern Posters,12/3/1941,http://www.moma.org/calendar/exhibitions/3022,Lester Beall,American,Male
3122.0,"Sculpture by Maillol, to Celebrate his 80th Birthday",12/8/1941,http://www.moma.org/calendar/exhibitions/3023,Aristide Maillol,French,Male
3123.0,Pictures for Children,12/10/1941,http://www.moma.org/calendar/exhibitions/3024,"Alfred H. Barr, Jr.",American,Male
3124.0,New Acquisitions: Latin-American Art,1/13/1942,http://www.moma.org/calendar/exhibitions/3025,Wifredo Lam,Cuban,Male
3125.0,New Acquisitions: Photographs,1/13/1942,http://www.moma.org/calendar/exhibitions/3026,Berenice Abbott,American,Female
3127.0,Americans 1942: 18 Artists from 9 States,1/21/1942,http://www.moma.org/calendar/exhibitions/3028,Dorothy C. Miller,American,Female
2877.0,The Artists' New York,1/28/1942,http://www.moma.org/calendar/exhibitions/2904,Berenice Abbott,American,Female
3128.0,"U.S. Army Illustrators of Fort Custer, Michigan",2/4/1942,http://www.moma.org/calendar/exhibitions/3029,Monroe Wheeler,American,Male
3129.0,New Acquisitions: American Drawings,2/18/1942,http://www.moma.org/calendar/exhibitions/3030,Peggy Bacon,American,Female
3130.0,Photographs of the Civil War and the American Frontier,3/3/1942,http://www.moma.org/calendar/exhibitions/3031,Ansel Adams,American,Male
2623.0,Children's Festival of Modern Art,3/11/1942,http://www.moma.org/calendar/exhibitions/2808,Jean (Hans) Arp,French,Male
2688.0,New Acquisitions and Extended Loans: Cubist and Abstract Art,3/25/1942,http://www.moma.org/calendar/exhibitions/2836,Umberto Boccioni,Italian,Male
3132.0,Two Years of War in England: Photographs by William Vandivert,4/15/1942,http://www.moma.org/calendar/exhibitions/3033,William Vandivert,American,Male
3136.0,Mexican Costumes by Carlos Mérida,5/13/1942,http://www.moma.org/calendar/exhibitions/3037,Carlos Mérida,Guatemalan,Male
3137.0,Road to Victory,5/21/1942,http://www.moma.org/calendar/exhibitions/3038,Herbert Bayer,American,Male
3141.0,New Acquisitions: Free German Art,6/24/1942,http://www.moma.org/calendar/exhibitions/3042,Ernst Barlach,German,Male
3144.0,Bambi: The Making of an Animated Sound Picture,7/15/1942,http://www.moma.org/calendar/exhibitions/3045,Iris Barry,American,Female
3145.0,Camouflage for Civilian Defense,8/12/1942,http://www.moma.org/calendar/exhibitions/3046,Carlus Dyer,American,Male
3147.0,New Acquisitions: American Painting and Sculpture,8/26/1942,http://www.moma.org/calendar/exhibitions/3048,Martin Baer,American,Male
3148.0,New Posters from England,9/4/1942,http://www.moma.org/calendar/exhibitions/3049,Nicholas Bentley,British,Male
3149.0,Modern Architecture for the Modern School,9/16/1942,http://www.moma.org/calendar/exhibitions/2302,Elizabeth Mock,American,Female
3150.0,How to make a Photogram,9/16/1942,http://www.moma.org/calendar/exhibitions/3050,György Kepes,American,Male
3151.0,How Modern Artists Paint People,9/22/1942,http://www.moma.org/calendar/exhibitions/3051,George Bellows,American,Male
2916.0,Recent Acquisitions: Painting and Sculpture,9/30/1942,http://www.moma.org/calendar/exhibitions/2917,Christian Bérard,French,Male
3153.0,20th Century Sculpture and Constructions,10/2/1942,http://www.moma.org/calendar/exhibitions/3053,Jean (Hans) Arp,French,Male
3603.0,United Hemisphere Poster Competition,10/21/1942,http://www.moma.org/calendar/exhibitions/3115,"Alfred H. Barr, Jr.",American,Male
3605.0,Tchelitchew: Paintings and Drawings,10/28/1942,http://www.moma.org/calendar/exhibitions/3117,James Thrall Soby,American,Male
3606.0,The Sculpture of John B. Flannagan,10/28/1942,http://www.moma.org/calendar/exhibitions/3118,Dorothy C. Miller,American,Female
2630.0,Twentieth Century Portraits,12/9/1942,http://www.moma.org/calendar/exhibitions/1732,Monroe Wheeler,American,Male
3610.0,"New Acquisitions: Photography by Alfred Stieglitz, European and American Art",12/16/1942,http://www.moma.org/calendar/exhibitions/3122,Giorgio de Chirico,Italian,Male
2624.0,Children's Festival of Modern Art,12/16/1942,http://www.moma.org/calendar/exhibitions/2809,Marc Chagall,French,Male
3613.0,Joe Milone's Shoe Shine Stand,12/22/1942,http://www.moma.org/calendar/exhibitions/3124,"Alfred H. Barr, Jr.",American,Male
3614.0,Brazil Builds,1/13/1943,http://www.moma.org/calendar/exhibitions/2304,Philip L. Goodwin,American,Male
3616.0,Faces and Places in Brazil: Photographs by Genevieve Naylor,1/27/1943,http://www.moma.org/calendar/exhibitions/3126,Genevieve Naylor,American,Female
2728.0,Americans 1943: Realists and Magic-Realists,2/10/1943,http://www.moma.org/calendar/exhibitions/2854,Dorothy C. Miller,American,Female
3619.0,New Acquisitions: The Eternal City by Peter Blume,3/3/1943,http://www.moma.org/calendar/exhibitions/3129,Peter Blume,American,Male
3621.0,Birds in Color: Flashlight Photographs by Eliot Porter,3/10/1943,http://www.moma.org/calendar/exhibitions/2306,Eliot Porter,American,Male
3623.0,Helen Levitt: Photographs of Children,3/10/1943,http://www.moma.org/calendar/exhibitions/2308,Helen Levitt,American,Female
3624.0,Yank Illustrates the War,3/17/1943,http://www.moma.org/calendar/exhibitions/3130,James Thrall Soby,American,Male
2857.0,The Latin-American Collection of the Museum of Modern Art,3/31/1943,http://www.moma.org/calendar/exhibitions/2897,Lincoln Kirstein,American,Male
3628.0,Recent Acquisitions: May-Day Sketchbook of Diego Rivera; Soviet Posters,5/1/1943,http://www.moma.org/calendar/exhibitions/3132,Mikhail Cheremnykh,Russian,Male
3629.0,War Caricatures by Hoffmeister and Peel,5/12/1943,http://www.moma.org/calendar/exhibitions/3133,Adolf Hoffmeister,Czech,Male
3630.0,Five Paintings by Stanley Spencer,5/12/1943,http://www.moma.org/calendar/exhibitions/2311,Stanley Spencer,British,Male
3633.0,Recent Acquisitions: The Work of Young Americans,6/17/1943,http://www.moma.org/calendar/exhibitions/3136,Jewett Campbell,American,Male
3634.0,Tunisian Triumph: War Photographs by Eliot Elisofon,6/14/1943,http://www.moma.org/calendar/exhibitions/2312,Eliot Elisofon,American,Male
3635.0,The Paintings of Morris Hirshfield,6/23/1943,http://www.moma.org/calendar/exhibitions/2313,Sidney Janis,American,Male
3637.0,Airways to Peace,7/2/1943,http://www.moma.org/calendar/exhibitions/3138,Monroe Wheeler,American,Male
3638.0,Guernica,7/26/1943,http://www.moma.org/calendar/exhibitions/3139,Pablo Picasso,Spanish,Male
2719.0,Recent Acquisitions: European and American Paintings and Rugs,7/28/1943,http://www.moma.org/calendar/exhibitions/1910,Giorgio de Chirico,Italian,Male
3641.0,Action Photography,8/18/1943,http://www.moma.org/calendar/exhibitions/2314,Nancy Newhall,American,Female
3642.0,Magazine Cover Competition: Women in Necessary Civilian Employment,9/3/1943,http://www.moma.org/calendar/exhibitions/3142,Charles Coiner,Nationality unknown,Male
2756.0,Alexander Calder,9/29/1943,http://www.moma.org/calendar/exhibitions/2870,James Johnson Sweeney,American,Male
3644.0,Portraits,11/4/1943,http://www.moma.org/calendar/exhibitions/3144,Berenice Abbott,American,Female
2875.0,Romantic Painting in America,11/17/1943,http://www.moma.org/calendar/exhibitions/2903,Dorothy C. Miller,American,Female
3648.0,New Acquisitions: 12 American Paintings,1/19/1944,http://www.moma.org/calendar/exhibitions/2315,Matthew Rackham Barnes,American,Male
3656.0,Pacific Report: Photos By Eugene Smith,5/10/1944,http://www.moma.org/calendar/exhibitions/2318,W. Eugene Smith,American,Male
2613.0,"Painting, Sculpture, Prints",5/24/1944,http://www.moma.org/calendar/exhibitions/2804,James Thrall Soby,American,Male
274.0,Design for Use,5/24/1944,http://www.moma.org/calendar/exhibitions/2750,Serge Chermayeff,British,Male
4016.0,"Built in the U.S.A., 1932–44",5/24/1944,http://www.moma.org/calendar/exhibitions/3385,Elizabeth Mock,American,Female
314.0,Posters,5/24/1944,http://www.moma.org/calendar/exhibitions/2761,Monroe Wheeler,American,Male
4018.0,Photography,5/24/1944,http://www.moma.org/calendar/exhibitions/3386,Nancy Newhall,American,Female
4022.0,Picasso Exhibition for Mexico City,6/26/1944,http://www.moma.org/calendar/exhibitions/3390,Pablo Picasso,Spanish,Male
1033.0,Hayter and Studio 17: New Directions in Gravure,6/18/1944,http://www.moma.org/calendar/exhibitions/2777,Jankel Adler,Polish,Male
3659.0,Paintings by Jacob Lawrence,10/10/1944,http://www.moma.org/calendar/exhibitions/3154,Jacob Lawrence,American,Male
3675.0,Lyonel Feininger,10/24/1944,http://www.moma.org/calendar/exhibitions/3157,Dorothy C. Miller,American,Female
3676.0,Manzanar: Photographs by Ansel Adams of Loyal Japanese-American Relocation Center,11/10/1944,http://www.moma.org/calendar/exhibitions/2332,Ansel Adams,American,Male
2741.0,"Painting, Sculpture, Graphic Arts from the Museum Collection",11/15/1944,http://www.moma.org/calendar/exhibitions/2860,Paul Cézanne,French,Male
3678.0,"The War Years: Color Reproductions of Works by Picasso, Matisse, Bonnard 1939–1943",11/14/1944,http://www.moma.org/calendar/exhibitions/3158,Pierre Bonnard,French,Male
3682.0,George Méliès: Magician and Film Pioneer,12/27/1944,http://www.moma.org/calendar/exhibitions/3162,Iris Barry,American,Female
3687.0,Power in the Pacific: Battle Photographs of our Navy in Action on the Sea and in the Sky,1/23/1945,http://www.moma.org/calendar/exhibitions/2336,Edward Steichen,American,Male
2767.0,Recent Acquisitions,2/15/1945,http://www.moma.org/calendar/exhibitions/2874,Virginia Admiral,American,Female
3694.0,What is Modern Painting?,3/6/1945,http://www.moma.org/calendar/exhibitions/3167,Jean (Hans) Arp,French,Male
2771.0,Piet Mondrian,3/21/1945,http://www.moma.org/calendar/exhibitions/1934,James Johnson Sweeney,American,Male
